Description	Project	Lab	Assay	Data Type	Validation Dataset	Experimental Factor	Replicates	Treatment	Organism	Cell Line	Strain	Tissue	Stage/Treatment	Date Data Submitted	Release Date	Status	Submission ID	GEO/SRA IDs	GFF Files
Snyder_F45C12.2_GFP_L3	Snyder	Snyder	ChIP-seq	chromatin		Target=F45C12.2;AbName=eGFP	3		Caenorhabditis elegans		OP212	whole organism	larva: L3 larva	2011-01-13	2011-03-24	released	3378	GSE29478, GSM729364, GSM729365, GSM729366, GSM729367	Snyder_F45C12.2_GFP_L3_rep2.GFF3, Snyder_F45C12.2_GFP_L3_rep1.GFF3, Snyder_F45C12.2_GFP_L3_combined.GFF3
Snyder_DAF-12_GFP_L4	Snyder	Snyder	ChIP-seq	chromatin		Target=daf-12;AbName=eGFP	3		Caenorhabditis elegans		OP222	whole organism	larva: L4 larva	2011-01-13	2011-03-24	released	3380	GSE29479, GSM729368, GSM729369, GSM729370, GSM729371	Snyder_DAF-12_GFP_L4_rep1.GFF3, Snyder_DAF-12_GFP_L4_combined.GFF3, Snyder_DAF-12_GFP_L4_rep2.GFF3
Snyder_DAF-12_GFP_L3	Snyder	Snyder	ChIP-seq	chromatin		Target=daf-12;AbName=eGFP	3		Caenorhabditis elegans		OP222	whole organism	larva: L3 larva	2011-01-13	2011-03-24	released	3381	GSE29480, GSM729372, GSM729373, GSM729374, GSM729375	Snyder_DAF-12_GFP_L3_combined.GFF3, Snyder_DAF-12_GFP_L3_rep1.GFF3, Snyder_DAF-12_GFP_L3_rep2.GFF3
Snyder_ALY-2_GFP_L3	Snyder	Snyder	ChIP-seq	chromatin		Target=aly-2;AbName=eGFP	3		Caenorhabditis elegans		OP217	whole organism	larva: L3 larva	2011-01-13	2011-03-24	released	3382	GSE29481, GSM729376, GSM729377, GSM729378, GSM729379	Snyder_ALY-2_GFP_L3_rep2.GFF3, Snyder_ALY-2_GFP_L3_rep1.GFF3, Snyder_ALY-2_GFP_L3_combined.GFF3
Snyder_ALY-2_GFP_L1	Snyder	Snyder	ChIP-seq	chromatin		Target=aly-2;AbName=eGFP	3		Caenorhabditis elegans		OP217	whole organism	larva: L1 larva	2011-01-13	2011-05-03	released	3384	GSE29482, GSM729380, GSM729381, GSM729382, GSM729383	Snyder_ALY-2_GFP_L1_combined.GFF3, Snyder_ALY-2_GFP_L1_rep1.GFF3, Snyder_ALY-2_GFP_L1_rep2.GFF3
Snyder_R02D3.7_GFP_L2	Snyder	Snyder	ChIP-seq	chromatin		Target=R02D3.7;AbName=eGFP	3		Caenorhabditis elegans		OP218	whole organism	larva: L2 larva	2011-01-13	2011-03-24	released	3385	GSE29483, GSM729384, GSM729385, GSM729386, GSM729387	Snyder_R02D3.7_GFP_L2_rep1.GFF3, Snyder_R02D3.7_GFP_L2_combined.GFF3, Snyder_R02D3.7_GFP_L2_rep2.GFF3
Snyder_NHR-28_GFP_L3	Snyder	Snyder	ChIP-seq	chromatin		Target=nhr-28;AbName=eGFP	3		Caenorhabditis elegans		OP317	whole organism	larva: L3 larva	2011-01-13	2011-03-24	released	3386	GSE29484, GSM729388, GSM729389, GSM729390, GSM729391	Snyder_NHR-28_GFP_L3_combined.GFF3, Snyder_NHR-28_GFP_L3_rep2.GFF3, Snyder_NHR-28_GFP_L3_rep1.GFF3
Snyder_FOS-1_GFP_L1	Snyder	Snyder	ChIP-seq	chromatin		Target=fos-1;AbName=eGFP	3		Caenorhabditis elegans		OP304	whole organism	larva: L1 larva	2011-01-13	2011-03-24	released	3387		Snyder_FOS-1_GFP_L1_rep1.GFF3, Snyder_FOS-1_GFP_L1_rep2.GFF3, Snyder_FOS-1_GFP_L1_combined.GFF3
SDQ3891_LEM2_SP646_MXEMB	Lieb	Lieb	ChIP-chip	RNA profiling	Y	Target=lem-2;AbName=SDQ3891_LEM2;Array=40bp;ArrayPlatform=Nimblegen	1		Caenorhabditis elegans		SP646	whole organism	embryo: proliferating embryo	2011-01-31	2011-02-04	released	3389	GSE27783, GSM686623	SDQ3891_LEM2_SP646_MXEMB_1_A_SP646_KI1777_peaks.gff3
utrome_454_minipools	Piano	Piano	RACE	gene model			2		Caenorhabditis elegans		N2	whole organism	mixed: L1 larva, L2 larva, L3 larva, L4 larva, adult, embryo, larva	2011-02-01	2011-05-09	released	3404		
L2_AFD_tiling_array	Waterston	Miller	tiling array: RNA	transcription		Target=gcy-8;AbName=EZview Red FLAG M2 Affinity Gel;Array=25bp;ArrayPlatform=Affymetrix	1		Caenorhabditis elegans		IX823	AFD	larva: L2 larva	2011-02-05	2011-08-29	released	3405		L2-AFD_tars_maxgap30_minrun100_thresh9.58.gff3
L2_GABA_alr-1_tiling_array	Waterston	Miller	tiling array: RNA	transcription		Target=alr-1;AbName=EZview Red FLAG M2 Affinity Gel;Array=25bp;ArrayPlatform=Affymetrix	1		Caenorhabditis elegans		NC2145	AVL, DVB, RME, RIS, DD1, DD2, DD3, DD4, DD5, DD6, VD1, VD2, VD3, VD4, VD5, VD6, VD7, VD8, VD9	larva: L2 larva	2011-02-05	2011-08-29	released	3406		L2-GABA-alr-1_tars_maxgap30_minrun100_thresh8.01.gff3
EE_Z1_Z4_male_tiling_array	Waterston	Miller	tiling array: RNA	transcription		Array=25bp;ArrayPlatform=Affymetrix	1		Caenorhabditis elegans		DZ683	Z1, Z4	embryo: embryo	2011-02-05	2011-08-29	released	3407		EE-Z1-Z4-male_tars_maxgap30_minrun100_thresh7.94.gff3
emb_Z1_Z4_tiling_array	Waterston	Miller	tiling array: RNA	transcription		Array=25bp;ArrayPlatform=Affymetrix	1		Caenorhabditis elegans		DZ685	Z1, Z2, Z3, Z4	embryo: embryo	2011-02-05	2011-08-29	released	3408		emb-Z1-Z4_tars_maxgap30_minrun100_thresh8.41.gff3
RNAseq - N2_EE-2 alignments	Waterston	Waterston	RNA-seq	RNA profiling			1		Caenorhabditis elegans		N2	whole organism	embryo: embryo	2011-02-14		reviewing	3409	SRR089784, SRR089785, SRR089786	
SDQ2357_AMA1_N2_MXEMB	Lieb	Lieb	ChIP-chip	chromatin		Target=ama-1;AbName=SDQ2357-AMA1;Array=40bp;ArrayPlatform=Nimblegen	1		Caenorhabditis elegans		N2	whole organism	embryo: proliferating embryo	2011-02-24	2011-05-17	released	3432		SDQ2357_AMA1_N2_MXEMB_1_EE1_peaks.gff, SDQ2357_AMA1_N2_MXEMB_1_EE5_peaks.gff, SDQ2357_AMA1_N2_MXEMB_1_EE1+1_EE4_DS+1_EE5_peaks.gff, SDQ2357_AMA1_N2_MXEMB_1_EE4_DS_peaks.gff
DISN147_H4K20ME1_001_N2_EEMB	Lieb	Strome	ChIP-chip	chromatin		Target=his-1;AbName=DISN147_H4K20me1:001;Array=40bp;ArrayPlatform=Nimblegen	1		Caenorhabditis elegans		N2	whole organism	embryo: blastula embryo, gastrulating embryo	2011-02-24	2011-05-02	released	3434		DISN147_H4K20ME1_001_N2_EEMB_1_OID28964+2_OID29991_peaks.gff, DISN147_H4K20ME1_001_N2_EEMB_1_OID28964_peaks.gff, DISN147_H4K20ME1_001_N2_EEMB_2_OID29991_peaks.gff
JL00001_DPY27_N2_EEMB	Lieb	Strome	ChIP-chip	chromatin		Target=dpy-27;AbName=JL00001_DPY27;Array=40bp;ArrayPlatform=Nimblegen	1		Caenorhabditis elegans		N2	whole organism	embryo: blastula embryo, gastrulating embryo	2011-02-24	2011-05-17	released	3435		JL00001_DPY27_N2_EEMB_1_OID28862+2_OID29991_cat.gff, JL00001_DPY27_N2_EEMB_1_OID28862_peaks.gff, JL00001_DPY27_N2_EEMB_2_OID29991_peaks.gff
SDQ2324_HPL2_N2_LTEMB	Lieb	Strome	ChIP-chip	chromatin		Target=hpl-2;AbName=SDQ2324-HPL2;Array=40bp;ArrayPlatform=Nimblegen	1		Caenorhabditis elegans		N2	whole organism	embryo: comma embryo, elongating embryo, gastrulating embryo, late cleavage stage embryo	2011-02-24	2011-05-17	released	3438		SDQ2324_HPL2_N2_LTEMB_1_peaks.gff, SDQ2324_HPL2_N2_LTEMB_1+2_peaks.gff
SDQ2330_LIN15B_N2_LTEMB	Lieb	Strome	ChIP-chip	chromatin		Target=lin-15B;AbName=SDQ2330-LIN15B;Array=40bp;ArrayPlatform=Nimblegen	1		Caenorhabditis elegans		N2	whole organism	embryo: comma embryo, elongating embryo, gastrulating embryo, late cleavage stage embryo	2011-02-24	2011-05-18	released	3439		SDQ2330_LIN15B_N2_LTEMB_1_peaks.gff, SDQ2330_LIN15B_N2_LTEMB_1+2_peaks.gff, SDQ2330_LIN15B_N2_LTEMB_2_peaks.gff
L3_L4_rectal_epithelial_cells_tiling_array	Waterston	Miller	tiling array: RNA	transcription		Target=bus-1;AbName=EZview Red FLAG M2 Affinity Gel;Array=25bp;ArrayPlatform=Affymetrix	1		Caenorhabditis elegans		CB6845	rectal epithelium	larva: L3-L4 molt	2011-02-25	2011-08-29	released	3440		L3-L4-rectal_epithelial_tars_maxgap30_minrun100_thresh7.74.gff3
RNAseq - N2_LE-1 alignments	Waterston	Waterston	RNA-seq	RNA profiling			1		Caenorhabditis elegans		N2	whole organism	embryo: elongating embryo, enclosing embryo, fully-elongated embryo, late cleavage stage embryo	2011-03-22	2011-05-18	released	3515	SRR124255, SRR124256, SRR124257	
RNAseq - DC-1-5 alignments	Waterston	Waterston	RNA-seq	RNA profiling			1		Caenorhabditis elegans		N2	whole organism	adult: adult	2011-03-22	2011-05-18	released	3516	SRR089302, SRR089303, SRR089304	
RNAseq - DC-2-12 alignments	Waterston	Waterston	RNA-seq	RNA profiling			1		Caenorhabditis elegans		N2	whole organism	adult: adult	2011-03-22	2011-05-18	released	3517	SRR085465, SRR085466, SRR085467	
RNAseq - DauerEntryDAF2-2 alignments	Waterston	Waterston	RNA-seq	RNA profiling			1		Caenorhabditis elegans		N2	whole organism	larva: L2d-dauer molt	2011-03-22	2011-05-18	released	3518	SRR124275, SRR124276	
RNAseq - EF-1-24 alignments	Waterston	Waterston	RNA-seq	RNA profiling			1		Caenorhabditis elegans		N2	whole organism	adult: adult	2011-03-22	2011-05-18	released	3519	SRR089358, SRR089359, SRR089360	
RNAseq - EmMalesHIM8-2 alignments	Waterston	Waterston	RNA-seq	RNA profiling			1		Caenorhabditis elegans		N2	whole organism	embryo: embryo	2011-03-22	2011-05-18	released	3520	SRR089795, SRR125491	
RNAseq - L1LIN35-1cap1 alignments	Waterston	Waterston	RNA-seq	RNA profiling			1		Caenorhabditis elegans		N2	whole organism	larva: L1 larva	2011-03-22	2011-05-18	released	3521	SRR137925	
RNAseq - L4JK1107soma-2 alignments	Waterston	Waterston	RNA-seq	RNA profiling			1		Caenorhabditis elegans		N2	whole organism	larva: L4 larva	2011-03-22	2011-05-18	released	3522	SRR089799	
RNAseq - L4MALE5 alignments	Waterston	Waterston	RNA-seq	RNA profiling			1		Caenorhabditis elegans		N2	whole organism	larva: L4 larva male	2011-03-22	2011-05-18	released	3523	SRR124273, SRR124274	
RNAseq - L4MALE6cap2 alignments	Waterston	Waterston	RNA-seq	RNA profiling			1		Caenorhabditis elegans		N2	whole organism	larva: L4 larva	2011-03-22	2011-05-18	released	3524	SRR137926	
RNAseq - N2_EE-2cap5 alignments	Waterston	Waterston	RNA-seq	RNA profiling			1		Caenorhabditis elegans		N2	whole organism	embryo: embryo	2011-03-22	2011-05-18	released	3526	SRR089795, SRR089796	
RNAseq - N2_L1-1 alignments	Waterston	Waterston	RNA-seq	RNA profiling			1		Caenorhabditis elegans		N2	whole organism	larva: L1 larva	2011-03-22	2011-05-18	released	3527	SRR089821, SRR089822, SRR089823	
RNAseq - N2_L2-4 alignments	Waterston	Waterston	RNA-seq	RNA profiling			1		Caenorhabditis elegans		N2	whole organism	larva: L2 larva	2011-03-22	2011-05-18	released	3528	SRR125337, SRR125338, SRR125339	
RNAseq - N2_L3-1 alignments	Waterston	Waterston	RNA-seq	RNA profiling			1		Caenorhabditis elegans		N2	whole organism	larva: L3 larva	2011-03-22	2011-05-18	released	3529	SRR089405, SRR089406, SRR089407	
RNAseq - N2_L4cap4 alignments	Waterston	Waterston	RNA-seq	RNA profiling			1		Caenorhabditis elegans		N2	whole organism	larva: L4 larva	2011-03-22	2011-05-18	released	3530	SRR136597	
RNAseq - N2_LE-2cap6 alignments	Waterston	Waterston	RNA-seq	RNA profiling			1		Caenorhabditis elegans		N2	whole organism	embryo: elongating embryo, enclosing embryo, late cleavage stage embryo	2011-03-22	2011-05-18	released	3531	SRR136599	
RNAseq - N2_Yad-1 alignments	Waterston	Waterston	RNA-seq	RNA profiling			1		Caenorhabditis elegans		N2	whole organism	larva: newly molted young adult hermaphrodite	2011-03-22	2011-05-18	released	3532	SRR125481, SRR125482	
RNAseq - OPDC-2-12 alignments	Waterston	Waterston	RNA-seq	RNA profiling			1		Caenorhabditis elegans		N2	whole organism	adult: adult	2011-03-22	2011-05-18	released	3533	SRR089352, SRR089353, SRR089354	
RNAseq - PL-2-24 alignments	Waterston	Waterston	RNA-seq	RNA profiling			1		Caenorhabditis elegans		N2	whole organism	adult: adult	2011-03-22	2011-05-18	released	3534	SRR089361, SRR089362, SRR089363	
RNAseq - N2_L4RRcap3 alignments	Waterston	Waterston	RNA-seq	RNA profiling			1		Caenorhabditis elegans		N2	whole organism	larva: L4 larva	2011-03-22	2011-05-18	released	3535	SRR136598	
Intron Confirmations for Genelet Gap Closing 2011-03-24	Waterston	Green	RTPCR	gene model		Reactions=2973;Features=3241	1		Caenorhabditis elegans		N2	whole organism	mixed: L1 larva, L2 larva, L3 larva, L4 larva, adult, all stages, dauer larva, embryo	2011-03-24	2011-04-19	released	3536		set.20110324.2_3_2_2_3_2_2_2_2_2.ws180.gff
DISN147_H4K20ME1_001_N2_L3	Lieb	Ahringer	ChIP-chip	chromatin		Target=his-1;AbName=DISN147_H4K20me1:001;Array=40bp;ArrayPlatform=Nimblegen	1		Caenorhabditis elegans		N2	whole organism	larva: L3 larva	2011-03-29	2011-05-02	released	3538		DISN147_H4K20ME1_001_N2_L3_1_peaks.gff, DISN147_H4K20ME1_001_N2_L3_1+2_peaks.gff, DISN147_H4K20ME1_001_N2_L3_2_peaks.gff
ABAB817_8WG16_N2_EEMB	Lieb	Desai	ChIP-chip	chromatin		Target=ama-1;AbName=ABAB817_8WG16:346588;Array=40bp;ArrayPlatform=Nimblegen	1		Caenorhabditis elegans		N2	whole organism	embryo: blastula embryo, gastrulating embryo	2011-03-29	2011-05-17	released	3544		ABAB817_8WG16_N2_EEMB_4+5+6_peaks.gff, ABAB817_8WG16_N2_EEMB_4_peaks.gff, ABAB817_8WG16_N2_EEMB_6_peaks.gff, ABAB817_8WG16_N2_EEMB_5_peaks.gff
ABAB817_8WG16_N2_LTEMB	Lieb	Desai	ChIP-chip	chromatin		Target=ama-1;AbName=ABAB817_8WG16:346588;Array=40bp;ArrayPlatform=Nimblegen	1		Caenorhabditis elegans		N2	whole organism	embryo: comma embryo, elongating embryo, gastrulating embryo, late cleavage stage embryo	2011-03-29	2011-05-17	released	3545		ABAB817_8WG16_N2_LTEMB_1_peaks.gff, ABAB817_8WG16_N2_LTEMB_2_peaks.gff, ABAB817_8WG16_N2_LTEMB_3_peaks.gff, ABAB817_8WG16_N2_LTEMB_1+2+3_peaks.gff
WA30534819_H3K4ME3_N2_EEMB_s1	Lieb	Strome	ChIP-chip	chromatin	Y	Target=his-2;AbName=WA305-34819 H3K4me3;Array=40bp;ArrayPlatform=Nimblegen	1		Caenorhabditis elegans		N2	whole organism	embryo: blastula embryo, gastrulating embryo	2011-03-29	2011-05-02	released	3546		WA30534819_H3K4ME3_N2_EEMB_1_OID28399_peaks.gff
WA30534819_H3K4ME3_N2_LTEMB_s2	Lieb	Strome	ChIP-chip	chromatin	Y	Target=his-2;AbName=WA305-34819 H3K4me3;Array=40bp;ArrayPlatform=Nimblegen	1		Caenorhabditis elegans		N2	whole organism	embryo: comma embryo, elongating embryo, gastrulating embryo, late cleavage stage embryo	2011-03-29	2011-05-02	released	3547		WA30534819_H3K4ME3_N2_LTEMB_1_OID28399_peaks.gff
WA30534819_H3K4ME3_N2_L1_s3	Lieb	Strome	ChIP-chip	chromatin	Y	Target=his-2;AbName=WA305-34819 H3K4me3;Array=40bp;ArrayPlatform=Nimblegen	1		Caenorhabditis elegans		N2	whole organism	larva: L1 larva	2011-03-29	2011-05-02	released	3548		WA30534819_H3K4ME3_N2_L1_1_OID28399_peaks.gff
WA30534819_H3K4ME3_N2_L2_s4	Lieb	Strome	ChIP-chip	chromatin	Y	Target=his-2;AbName=WA305-34819 H3K4me3;Array=40bp;ArrayPlatform=Nimblegen	1		Caenorhabditis elegans		N2	whole organism	larva: L2 larva	2011-03-29	2011-05-02	released	3549		WA30534819_H3K4ME3_N2_L2_1_OID28399_peaks.gff
WA30534819_H3K4ME3_N2_L3_s5	Lieb	Strome	ChIP-chip	chromatin	Y	Target=his-2;AbName=WA305-34819 H3K4me3;Array=40bp;ArrayPlatform=Nimblegen	1		Caenorhabditis elegans		N2	whole organism	larva: L3 larva	2011-03-29	2011-05-02	released	3550	GSE30789, GSM763967	WA30534819_H3K4ME3_N2_L3_1_OID28399_peaks.gff
WA30534819_H3K4ME3_N2_L4_s6	Lieb	Strome	ChIP-chip	chromatin	Y	Target=his-2;AbName=WA305-34819 H3K4me3;Array=40bp;ArrayPlatform=Nimblegen	1		Caenorhabditis elegans		N2	whole organism	larva: L4 larva	2011-03-29	2011-05-02	released	3551		WA30534819_H3K4ME3_N2_L4_1_OID28399_peaks.gff
WA30534819_H3K4ME3_N2_YA_s7	Lieb	Strome	ChIP-chip	chromatin	Y	Target=his-2;AbName=WA305-34819 H3K4me3;Array=40bp;ArrayPlatform=Nimblegen	1		Caenorhabditis elegans		N2	whole organism	larva: newly molted young adult hermaphrodite	2011-03-29	2011-05-02	released	3552		WA30534819_H3K4ME3_N2_YA_1_OID28399_peaks.gff
HK00001_H3K36ME3_13C9_N2_EEMB_s1	Lieb	Strome	ChIP-chip	chromatin	Y	Target=his-2;AbName=HK00001 H3K36me3:13C9;Array=40bp;ArrayPlatform=Nimblegen	1		Caenorhabditis elegans		N2	whole organism	embryo: blastula embryo, gastrulating embryo	2011-03-29	2011-05-02	released	3553		HK00001_H3K36ME3_13C9_N2_EEMB_1_OID30311_peaks.gff
HK00001_H3K36ME3_13C9_N2_LTEMB_s2	Lieb	Strome	ChIP-chip	chromatin	Y	Target=his-2;AbName=HK00001 H3K36me3:13C9;Array=40bp;ArrayPlatform=Nimblegen	1		Caenorhabditis elegans		N2	whole organism	embryo: comma embryo, elongating embryo, gastrulating embryo, late cleavage stage embryo	2011-03-29	2011-05-02	released	3554		HK00001_H3K36ME3_13C9_N2_LTEMB_1_OID30311_peaks.gff
HK00001_H3K36ME3_13C9_N2_L1_s3	Lieb	Strome	ChIP-chip	chromatin	Y	Target=his-2;AbName=HK00001 H3K36me3:13C9;Array=40bp;ArrayPlatform=Nimblegen	1		Caenorhabditis elegans		N2	whole organism	larva: L1 larva	2011-03-29	2011-05-02	released	3555		HK00001_H3K36ME3_13C9_N2_L1_1_OID30311_peaks.gff
HK00001_H3K36ME3_13C9_N2_L2_s4	Lieb	Strome	ChIP-chip	chromatin	Y	Target=his-2;AbName=HK00001 H3K36me3:13C9;Array=40bp;ArrayPlatform=Nimblegen	1		Caenorhabditis elegans		N2	whole organism	larva: L2 larva	2011-03-29	2011-05-02	released	3556		HK00001_H3K36ME3_13C9_N2_L2_1_OID30311_peaks.gff
HK00001_H3K36ME3_13C9_N2_L3_s5	Lieb	Strome	ChIP-chip	chromatin	Y	Target=his-2;AbName=HK00001 H3K36me3:13C9;Array=40bp;ArrayPlatform=Nimblegen	1		Caenorhabditis elegans		N2	whole organism	larva: L3 larva	2011-03-29	2011-05-02	released	3557		HK00001_H3K36ME3_13C9_N2_L3_1_OID30311_peaks.gff
HK00001_H3K36ME3_13C9_N2_L4_s6	Lieb	Strome	ChIP-chip	chromatin	Y	Target=his-2;AbName=HK00001 H3K36me3:13C9;Array=40bp;ArrayPlatform=Nimblegen	1		Caenorhabditis elegans		N2	whole organism	larva: L4 larva	2011-03-29	2011-05-02	released	3558		HK00001_H3K36ME3_13C9_N2_L4_1_OID30311_peaks.gff
HK00001_H3K36ME3_13C9_N2_YA_s7	Lieb	Strome	ChIP-chip	chromatin	Y	Target=his-2;AbName=HK00001 H3K36me3:13C9;Array=40bp;ArrayPlatform=Nimblegen	1		Caenorhabditis elegans		N2	whole organism	larva: newly molted young adult hermaphrodite	2011-03-29	2011-05-02	released	3559		HK00001_H3K36ME3_13C9_N2_YA_1_OID30311_peaks.gff
SDQ3517_ZFP1_N2_MXEMB	Lieb	Strome	ChIP-chip	chromatin		Target=zfp-1;AbName=SDQ3517_ZFP1;Array=40bp;ArrayPlatform=Nimblegen	1		Caenorhabditis elegans		N2	whole organism	embryo: proliferating embryo	2011-03-29	2011-05-17	released	3561		SDQ3517_ZFP1_N2_MXEMB_1_EE4_peaks.gff, SDQ3517_ZFP1_N2_MXEMB_2_EE6_peaks.gff, SDQ3517_ZFP1_N2_MXEMB_1_EE4+2_EE6_peaks.gff
seq-AB1791_H3_N2_L3	Lieb	Ahringer	ChIP-seq	chromatin modification		Target=H3;AbName=H3	1		Caenorhabditis elegans		N2	whole organism	larva: L3 larva	2011-04-01	2011-08-29	released	3562	GSM712543	seq-AB1791_H3_N2_L3_7_macs14_peaks.gff, seq-AB1791_H3_N2_L3_catted_peaks.gff, seq-AB1791_H3_N2_L3_1_macs14_peaks.gff, seq-AB1791_H3_N2_L3_2_macs14_peaks.gff
seq-AB9050_H3K36me3_N2_L3	Lieb	Ahringer	ChIP-seq	chromatin modification		Target=H3K36Me3;AbName=H3K36Me3	1		Caenorhabditis elegans		N2	whole organism	larva: L3 larva	2011-04-01	2011-08-30	released	3563	GSM779422	seq-AB9050_H3K36me3_N2_L3_1_macs14_peaks.gff, seq-AB9050_H3K36me3_N2_L3_7_macs14_peaks.gff, seq-AB9050_H3K36me3_N2_L3_catted_peaks.gff
seq-BH00001_LIN52_N2_L3	Lieb	Ahringer	ChIP-seq	chromatin		Target=lin-52;AbName=BH00001_LIN52	1		Caenorhabditis elegans		N2	whole organism	larva: L3 larva	2011-04-01	2011-08-29	released	3565	GSM712709	seq-BH00001_LIN52_N2_L3_2_macs14_peaks.gff, seq-BH00001_LIN52_N2_L3_1_macs14_peaks.gff, seq-BH00001_LIN52_N2_L3_1+2_catted_macs14_peaks.gff
seq-BH00003_LIN37_N2_L3	Lieb	Ahringer	ChIP-seq	chromatin		Target=lin-37;AbName=BH00003_LIN37	1		Caenorhabditis elegans		N2	whole organism	larva: L3 larva	2011-04-01	2011-08-29	released	3566	GSM712711	seq-BH00003_LIN37_N2_L3_1_macs14_peaks.gff, seq-BH00003_LIN37_N2_L3_2_macs14_peaks.gff, seq-BH00003_LIN37_N2_L3_1+2_catted_macs14_peaks.gff
seq-BH00004_LIN54_N2_L3	Lieb	Ahringer	ChIP-seq	chromatin		Target=lin-54;AbName=BH00004-LIN54	1		Caenorhabditis elegans		N2	whole organism	larva: L3 larva	2011-04-01	2011-08-29	released	3567	GSM712713	seq-BH00004_LIN54_N2_L3_2_macs14_peaks.gff, seq-BH00004_LIN54_N2_L3_1+2_catted_macs14_peaks.gff, seq-BH00004_LIN54_N2_L3_1_macs14_peaks.gff
seq-BH00005_LIN9_N2_L3	Lieb	Ahringer	ChIP-seq	chromatin		Target=lin-9;AbName=BH00005-LIN9	1		Caenorhabditis elegans		N2	whole organism	larva: L3 larva	2011-04-01	2011-08-30	released	3568	GSM712810	seq-BH00005_LIN9_N2_L3_1_macs14_peaks.gff, seq-BH00005_LIN9_N2_L3_1+2_catted_macs14_peaks.gff, seq-BH00005_LIN9_N2_L3_2_macs14_peaks.gff
seq-JA00011_LIN35_N2_L3	Lieb	Ahringer	ChIP-seq	chromatin		Target=lin-35;AbName=JA00011-LIN35	1		Caenorhabditis elegans		N2	whole organism	larva: L3 larva	2011-04-01	2011-08-29	released	3570	GSM713136	seq-JA00011_LIN35_N2_L3_4_macs14_peaks.gff, seq-JA00011_LIN35_N2_L3_2+4_catted_peaks.gff, seq-JA00011_LIN35_N2_L3_2_macs14_peaks.gff
seq-JL00001_DPY27_N2_L3	Lieb	Ahringer	ChIP-seq	chromatin		Target=dpy-27;AbName=JL00001_DPY27	1		Caenorhabditis elegans		N2	whole organism	larva: L3 larva	2011-04-01	2011-08-29	released	3571	GSM779439	seq-JL00001_DPY27_N2_L3_2_macs14_peaks.gff, seq-JL00001_DPY27_N2_L3_catted_peaks.gff, seq-JL00001_DPY27_N2_L3_3_macs14_peaks.gff
seq-LPAR109_H4tetraac_109_N2_L3	Lieb	Ahringer	ChIP-seq	chromatin		Target=his-1;AbName=LPAR109_H4tetraac:109	1		Caenorhabditis elegans		N2	whole organism	larva: L3 larva	2011-04-01	2011-08-29	released	3572	GSM713143	seq-LPAR109_H4tetraac_109_N2_L3_combo_macs14_peaks.gff, seq-LPAR109_H4tetraac_109_N2_L3_1_macs14_peaks.gff, seq-LPAR109_H4tetraac_109_N2_L3_2_macs14_peaks.gff
seq-SDQ0820_EPC1_N2_L3_EGS	Lieb	Ahringer	ChIP-seq	chromatin		Target=epc-1;AbName=SDQ0820-EPC1	1		Caenorhabditis elegans		N2	whole organism	larva: L3 larva	2011-04-01	2011-08-30	released	3573	GSM713232	seq-SDQ0820_EPC1_N2_L3_2_EGS_macs14_peaks.gff, seq-SDQ0820_EPC1_N2_L3_combo_1_EGS+2_EGS_macs14_peaks.gff, seq-SDQ0820_EPC1_N2_L3_1_EGS_macs14_peaks.gff
seq-SDQ3599_DPL1_N2_L3	Lieb	Ahringer	ChIP-seq	chromatin		Target=dpl-1;AbName=SDQ3599-DPL1	1		Caenorhabditis elegans		N2	whole organism	larva: L3 larva	2011-04-04	2011-08-29	released	3575	GSM713149	seq-SDQ3599_DPL1_N2_L3_1+2_catted_macs14_peaks.gff, seq-SDQ3599_DPL1_N2_L3_1_macs14_peaks.gff, seq-SDQ3599_DPL1_N2_L3_2_macs14_peaks.gff
seq-WA30534819_H3K4me3_N2_L3	Lieb	Ahringer	ChIP-seq	chromatin		Target=his-2;AbName=WA305-34819 H3K4me3	1		Caenorhabditis elegans		N2	whole organism	larva: L3 larva	2011-04-04	2011-08-29	released	3576	GSM713168	seq-WA30534819_H3K4me3_N2_L3_1_macs14_peaks.gff, seq-WA30534819_H3K4me3_N2_L3_2_macs14_peaks.gff, seq-WA30534819_H3K4me3_N2_L3_catted_peaks.gff
seq-SDQ3590_EFL1_N2_L3	Lieb	Ahringer	ChIP-seq	chromatin		Target=efl-1;AbName=SDQ3590-EFL1	1		Caenorhabditis elegans		N2	whole organism	larva: L3 larva	2011-04-04	2011-08-30	released	3577	GSM713147	seq-SDQ3590_EFL1_N2_L3_2_macs14_peaks.gff, seq-SDQ3590_EFL1_N2_L3_1+2_catted_macs14_peaks.gff, seq-SDQ3590_EFL1_N2_L3_1_macs14_peaks.gff
seq-SDQ4470_TAG315_N2_MXemb	Lieb	Lieb	ChIP-seq	chromatin		Target=TAG315;AbName=SDQ4470_TAG315	1		Caenorhabditis elegans		N2	whole organism	embryo: proliferating embryo	2011-04-04	2011-08-30	released	3579	GSM713170	seq-SDQ4470_TAG315_N2_MXemb_catted_peaks.gff, seq-SDQ4470_TAG315_N2_MXemb_2_A_EE9_KI033_macs14_peaks.gff, seq-SDQ4470_TAG315_N2_MXemb_1_A_EE8_KI032_macs14_peaks.gff
